coworking_id,coworking_name,operator,address,latitude,longitude,parish,active_status,source_type,source_url,secondary_source_url,website,website_domain,collection_date,verification_status,matched_rule,osm_type,osm_id,duplicate_group,review_note,raw_tags
osm_node_13529352806,Espaço Arroios,,"Rua Passos Manuel 99A, 1150-260 Lisboa",38.73019,-9.1370376,Arroios,active,OpenStreetMap,https://www.openstreetmap.org/node/13529352806,,https://www.instagram.com/espaco_arroios/,instagram.com,2026-07-24,verified_official_site,office=coworking,node,13529352806,,User confirmed recent official social activity; address corroborated; reviewed 2026-07-25.,"{""addr:housenumber"": ""99"", ""addr:postcode"": ""1150-260"", ""addr:street"": ""Rua Passos Manuel"", ""addr:unit"": ""A"", ""name"": ""Espaço Arroios"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""website"": ""https://www.instagram.com/espaco_arroios/?hl=en""}"
web_010,Heden Intendente,Heden,"Rua Maria 10, 1170-014 Lisboa",38.7220872,-9.1335676,Arroios,active,official_operator_website,https://heden.co/about-heden-coworking/,,https://heden.co/about-heden-coworking/,heden.co,2026-07-24,verified_official_site,official_site_discovery,,,,Listed as a current Heden coworking location.,
osm_way_99628864,IDEA Spaces Saldanha,IDEA Spaces,"Avenida Defensores de Chaves 4, 1000-117 Lisboa",38.7328457,-9.1425794,Arroios,active,OpenStreetMap,https://www.openstreetmap.org/way/99628864,,https://ideaspaces.pt/saldanha.html,ideaspaces.pt,2026-07-24,verified_official_site,amenity=coworking_space,way,99628864,,"Official location page lists coworking, current contact details and address; reviewed 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""1000-154"", ""addr:street"": ""Avenida Defensores de Chaves"", ""amenity"": ""coworking_space"", ""branch"": ""Saldanha"", ""building"": ""office"", ""name"": ""IDEA Spaces Saldanha"", ""operator"": ""IDEA Spaces""}"
web_005,The Liz,The Liz,"Rua Maria 36A, 1170-217 Lisboa",38.7238056,-9.1332034,Arroios,active,official_operator_website,https://lisboncoworkingspace.com/anjos-arroios-lisboa/,,https://lisboncoworkingspace.com/anjos-arroios-lisboa/,lisboncoworkingspace.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official site currently accepts teams of 5-30 rather than individual desks.,
osm_node_12709903316,Gaming Hub by Unicorn Factory Lisboa,,"Avenida da República 18, 4.º andar, Lisboa",38.7358752,-9.1449426,Avenidas Novas,active,OpenStreetMap,https://www.openstreetmap.org/node/12709903316,,https://gaminghub.unicornfactorylisboa.com/,gaminghub.unicornfactorylisboa.com,2026-07-24,verified_official_site,office=coworking,node,12709903316,,"Official Gaming Hub page lists coworking products, prices and address; reviewed 2026-07-25.","{""name"": ""Gaming Hub"", ""office"": ""coworking"", ""wheelchair"": ""yes""}"
osm_node_12354242268,IDEA Spaces - São Sebastião,,,38.7332629,-9.1526518,Avenidas Novas,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/12354242268,https://www.ideaspaces.pt/saoSebastiao.html,https://www.ideaspaces.pt/saoSebastiao.html,ideaspaces.pt,2026-07-24,verified_official_site,office=coworking,node,12354242268,,Matched to official-site record within 178 m.,"{""name"": ""IDEA Spaces - São Sebastião"", ""office"": ""coworking""}"
web_018,Spaces Avenida da República 50,Spaces,"Avenida da República 50, 1050-196 Lisboa",38.7405904,-9.1460442,Avenidas Novas,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_node_11665827947,The Block Lisboa,,"Rua Latino Coelho 63, 1.º andar, 1050-133 Lisboa",38.7328739,-9.1497772,Avenidas Novas,active,OpenStreetMap,https://www.openstreetmap.org/node/11665827947,,https://www.theblocklisboa.com/,theblocklisboa.com,2026-07-24,verified_official_site,office=coworking,node,11665827947,,Official site offers flex memberships and private offices; recent 2026 events corroborate activity.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""63"", ""addr:postcode"": ""1050-111"", ""addr:street"": ""Rua Latino Coelho"", ""addr:unit"": ""1"", ""check_date"": ""2024-02-26"", ""check_date:currency:XBT"": ""2025-02-06"", ""contact:email"": ""hello@theblocklisboa.com"", ""contact:instagram"": ""https://www.instagram.com/theblocklisboa/"", ""contact:twitter"": ""https://twitter.com/TheBlockLisboa"", ""currency:XBT"": ""yes"", ""name"": ""The Block Lisboa"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 10:00-18:30"", ""payment:lightning"": ""yes"", ""payment:lightning_contactless"": ""no"", ""payment:onchain"": ""yes"", ""phone"": ""+351 939 102832"", ""survey:date"": ""2024-05-29"", ""website"": ""https://www.theblocklisboa.com/""}"
osm_node_12323330753,NOW Beato,,"Rua da Manutenção 67, 1900-319 Lisboa",38.7297514,-9.1081008,Beato,closed,OpenStreetMap,https://www.openstreetmap.org/node/12323330753,,,,2026-07-24,verified_closed_manual_review,office=coworking,node,12323330753,,User found the operation closed; no current operator page or recent activity located on 2026-07-25.,"{""addr:housenumber"": ""133-137"", ""name"": ""Now no office word Beato"", ""office"": ""coworking""}"
osm_node_11886704394,Sincera Coworking,,"Rua de Pedrouços 59A/59B, 1400-285 Lisboa",38.7081896,-9.2087411,Belém,active,OpenStreetMap,https://www.openstreetmap.org/node/11886704394,,https://www.sinceracoworking.com/,sinceracoworking.com,2026-07-24,verified_official_site,office=coworking|name_keyword_cowork,node,11886704394,,"Official site lists coworking desks, prices, contact details and Restelo address; reviewed 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:street"": ""Rua Mem Rodrigues"", ""name"": ""Cowork Restelo"", ""office"": ""coworking""}"
osm_node_11880069091,FORJA Cowork + Studio,,"Rua das Pedralvas 5A, 1500-487 Lisboa",38.7551078,-9.2049701,Benfica,active,OpenStreetMap,https://www.openstreetmap.org/node/11880069091,,https://www.forja.pt/,forja.pt,2026-07-24,verified_official_site,office=coworking|name_keyword_cowork,node,11880069091,,"Official site states open, publishes cowork services, hours and address; reviewed 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""5A"", ""addr:street"": ""Rua das Pedralvas"", ""name"": ""FORJA Cowork + Studio"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-19:00"", ""phone"": ""+351 21 160 6330"", ""website"": ""https://www.forja.pt/""}"
osm_node_11880069089,Sabor e Arte Atelie Cowork,,"Rua 5, Bairro Pedralvas 3B, Lisboa",38.7550044,-9.2057816,Benfica,uncertain,OpenStreetMap,https://www.openstreetmap.org/node/11880069089,,https://www.facebook.com/saboreartecowork/,facebook.com,2026-07-24,excluded_non_target_workspace,name_keyword_cowork,node,11880069089,,"User verified this is a small cake-making workshop venue, not a general laptop coworking space; excluded 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""3B"", ""addr:street"": ""Rua 5, Bairro Pedralvas"", ""craft"": ""handicraft"", ""name"": ""Sabor e Arte Atelie Cowork"", ""opening_hours"": ""Mo-Su 09:00-20:00"", ""phone"": ""+351 21 760 1788"", ""website"": ""https://www.facebook.com/saboreartecowork/""}"
osm_way_96854133,Regus — Lisbon Dom João V,,"Rua Dom João V 30, Amoreiras Palace, 1250-091 Lisboa",38.7209321,-9.1607374,Campo de Ourique,active,OpenStreetMap,https://www.openstreetmap.org/way/96854133,,https://www.regus.com/pt/pt/6613,regus.com,2026-07-24,verified_official_site,amenity=coworking_space,way,96854133,,OSM coordinates match the official Regus Dom João V center; Regus offers coworking and day access despite Google category 'office rental agency'; reviewed 2026-07-25.,"{""amenity"": ""coworking_space"", ""building"": ""apartments"", ""name"": ""Regus"", ""opening_hours"": ""\""by appointment only, or 24/7 for members\""""}"
osm_node_10321568413,Resvés Cowork,,"Rua Saraiva de Carvalho 1C, 1250-240 Lisboa",38.7185285,-9.157844,Campo de Ourique,active,OpenStreetMap,https://www.openstreetmap.org/node/10321568413,,https://resvescowork.pt/,resvescowork.pt,2026-07-24,verified_official_site,amenity=coworking_space|name_keyword_cowork,node,10321568413,,"Official site publishes current desk plans, trial booking and address; reviewed 2026-07-25.","{""addr:housenumber"": ""1"", ""addr:street"": ""Rua Saraiva de Carvalho"", ""amenity"": ""coworking_space"", ""name"": ""Resves Coworking Space"", ""website"": ""https://resvescowork.pt/""}"
web_027,Spaces Dom João V,Spaces,"Rua Dom João V 30, 1250-091 Lisboa",38.7209086,-9.1607872,Campo de Ourique,active,official_operator_website,https://www.spacesworks.com/pt/pt/lisboa/campolide/coworking,,https://www.spacesworks.com/pt/pt/lisboa/campolide/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_way_155614383,LACS Conde d'Óbidos,,"Rocha do Conde de Óbidos, 1350-352 Lisboa",38.703109,-9.1619567,Estrela,active,OpenStreetMap,https://www.openstreetmap.org/way/155614383,,https://www.lacs.pt/,lacs.pt,2026-07-24,verified_official_site,office=coworking,way,155614383,,Current operator presence and June 2026 reviews/events corroborate active coworking; reviewed 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:postcode"": ""1350-352"", ""addr:street"": ""Rocha do Conde de Óbidos"", ""alt_name"": ""Conde de Óbidos"", ""building"": ""yes"", ""contact:email"": ""info@lacs.pt"", ""contact:facebook"": ""https://www.facebook.com/lacscreators/"", ""contact:instagram"": ""lacscreators"", ""contact:linkedin"": ""lacscreators"", ""contact:phone"": ""+351 210 539 176"", ""contact:website"": ""https://www.lacs.pt"", ""name"": ""LACS - Conde de Óbidos"", ""office"": ""coworking""}"
osm_node_13468469969,Santander Work Café Santos,Banco Santander (Portugal),"Avenida Dom Carlos I 49, Lisboa",38.7075066,-9.1529208,Estrela,active,OpenStreetMap,https://www.openstreetmap.org/node/13468469969,,https://www.santander.pt/work-cafe,santander.pt,2026-07-24,verified_official_site,office=coworking,node,13468469969,,Official Santander page lists this current Work Café and coworking service; reviewed 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""49"", ""addr:street"": ""Avenida Dom Carlos I"", ""branch"": ""Work Café - Santos"", ""name"": ""Santander Work Café"", ""office"": ""coworking"", ""operator"": ""Banco Santander (Portugal)"", ""operator:wikidata"": ""Q4854116""}"
osm_way_155614371,,,,38.7035042,-9.1622031,Estrela,closed,OpenStreetMap,https://www.openstreetmap.org/way/155614371,,,,2026-07-24,excluded_duplicate,office=coworking,way,155614371,,Unnamed adjacent building footprint duplicates the named LACS Conde d'Óbidos record; excluded 2026-07-25.,"{""building"": ""yes"", ""office"": ""coworking""}"
web_002,The Fyve,The Fyve,"Avenida Marechal Gomes da Costa 27 A/B, 1800-255 Lisboa",38.7584265,-9.1120448,Marvila,active,official_operator_website,https://www.thefyve.pt/,,https://www.thefyve.pt/,thefyve.pt,2026-07-24,verified_official_site,official_site_discovery,,,,Official site offers hot desks and dedicated desks.,
osm_node_12526350974,WorkHub Prata,,"Rua Fernando Palha 29B, 1950-130 Lisboa",38.744638,-9.1011796,Marvila,active,OpenStreetMap,https://www.openstreetmap.org/node/12526350974,,https://workhub.pt/en/contacto/,workhub.pt,2026-07-24,verified_official_site,office=coworking,node,12526350974,,Official WorkHub contact page lists the Prata location at this address; reviewed 2026-07-25.,"{""addr:housenumber"": ""29b"", ""addr:street"": ""Rua Fernando Palha"", ""check_date"": ""2025-01-23"", ""name:pt"": ""WorkHub Prata"", ""office"": ""coworking""}"
osm_node_11882321570,Avila Spaces,,"Avenida Dom João II 52, 1990-096, Lisboa",38.7714021,-9.0971082,Parque das Nações,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/11882321570,https://avilaspaces.com/pt/servicos/coworking-lisboa/,https://avilaspaces.com/pt/servicos/coworking-lisboa/,avilaspaces.com,2026-07-24,verified_official_site,office=coworking,node,11882321570,,Matched to official-site record within 0 m.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""52"", ""addr:postcode"": ""1990-096"", ""addr:street"": ""Avenida Dom João II"", ""branch"": ""Parque das Nações"", ""contact:email"": ""info@avilaspaces.com"", ""contact:phone"": ""+351 21 330 3723; +351 910 642 244"", ""name"": ""Avila Spaces"", ""office"": ""coworking"", ""website"": ""https://avilaspaces.com/""}"
osm_node_11898720626,Inoffice,,"Alameda dos Oceanos 11A, 1990-196, Lisboa",38.756211,-9.0970285,Parque das Nações,closed,OpenStreetMap,https://www.openstreetmap.org/node/11898720626,,https://www.inoffice.pt/,inoffice.pt,2026-07-24,verified_moved_outside_scope,office=coworking,node,11898720626,,"Old Alameda dos Oceanos location no longer found; current operator address supplied by user is in Foros de Amora, Seixal, outside Lisbon municipality; excluded 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""11A"", ""addr:postcode"": ""1990-196"", ""addr:street"": ""Alameda dos Oceanos"", ""internet_access"": ""yes"", ""name"": ""Inoffice"", ""office"": ""coworking"", ""opening_hours"": ""24h"", ""phone"": ""+351 21 593 6085""}"
web_017,Spaces Mar Vermelho Building,Spaces,"Avenida Dom João II 50, 1990-095 Lisboa",38.7691601,-9.0976491,Parque das Nações,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_node_11777096574,Spaces Oriente,Spaces,"Avenida Aquilino Ribeiro Machado 8, 1800-399, Lisboa",38.7692178,-9.1001017,Parque das Nações,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/11777096574,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,spacesworks.com,2026-07-24,verified_official_site,office=coworking,node,11777096574,,Matched to official-site record within 0 m.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""1800-399"", ""addr:street"": ""Avenida Aquilino Ribeiro Machado"", ""alt_name"": ""Spaces Oriente"", ""brand"": ""Spaces"", ""brand:wikidata"": ""Q87629680"", ""name"": ""Spaces"", ""office"": ""coworking"", ""phone"": ""+351 211451752""}"
osm_node_6396669672,Heden Chiado,,"Largo Rafael Bordalo Pinheiro 29, 1200-369, Lisboa",38.7117433,-9.1416358,Santa Maria Maior,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/6396669672,https://heden.co/about-heden-coworking/,https://heden.co/about-heden-coworking/,heden.co,2026-07-24,verified_official_site,office=coworking,node,6396669672,,Matched to official-site record within 0 m.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""1200-369"", ""addr:street"": ""Largo Rafael Bordalo Pinheiro"", ""addr:unit"": ""2"", ""internet_access"": ""wlan"", ""name"": ""Heden Chiado"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-19:00""}"
web_011,Heden Trindade,Heden,"Rua Nova da Trindade 3, 1200-301 Lisboa",38.7116787,-9.1422776,Santa Maria Maior,active,official_operator_website,https://heden.co/about-heden-coworking/,,https://heden.co/about-heden-coworking/,heden.co,2026-07-24,verified_official_site,official_site_discovery,,,,Listed as a current Heden coworking location.,
osm_node_6385072016,Impact Hub Lisbon — Baixa Chiado,Impact Hub,"Travessa das Pedras Negras 1, 1.º, 1100-404 Lisboa",38.71044,-9.135,Santa Maria Maior,active,OpenStreetMap,https://www.openstreetmap.org/node/6385072016,,https://lisbon.impacthub.net/,lisbon.impacthub.net,2026-07-24,verified_official_site,office=coworking,node,6385072016,,Official current site lists coworking and corrected Baixa Chiado address; reviewed 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""1100-404"", ""addr:street"": ""Travessa das Pedras Negras"", ""brand"": ""Impact Hub"", ""brand:wikidata"": ""Q25205858"", ""brand:wikipedia"": ""en:Impact Hub (global network)"", ""internet_access"": ""wlan"", ""name"": ""Impact Hub"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""website"": ""https://lisbon.impacthub.net""}"
web_025,Spaces Chiado,Spaces,"Rua Ivens 42, 1200-227 Lisboa",38.7101897,-9.1403374,Santa Maria Maior,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_node_11869392777,Espaço Castilho,,"R. Castilho 13B, 1250-195, Lisboa",38.721086,-9.1502599,Santo António,uncertain,OpenStreetMap,https://www.openstreetmap.org/node/11869392777,https://www.altishotels.com/altis-grand-hotel/,,,2026-07-24,excluded_false_positive,office=coworking,node,11869392777,,Espaço Castilho is a building name beside Altis Grand Hotel. Hotel lists meeting rooms but no public coworking desk/day-pass product; excluded 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""13B"", ""addr:postcode"": ""1250-195"", ""addr:street"": ""R. Castilho"", ""name"": ""Espaço Castilho"", ""office"": ""coworking""}"
osm_node_13926470143,On Cowork Spaces,,"Calçada do Moinho de Vento 5, 1150-236, Lisboa",38.7203723,-9.1415892,Santo António,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/13926470143,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,spacesworks.com,2026-07-24,verified_official_site,office=coworking|name_keyword_cowork,node,13926470143,,Matched to official-site record within 245 m.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""1150-236"", ""addr:street"": ""Calçada do Moinho de Vento"", ""addr:unit"": ""CV"", ""alt_name"": ""On Spaces"", ""name"": ""On Cowork Spaces"", ""office"": ""coworking"", ""parish"": ""Santo António"", ""website"": ""https://www.on-spaces.com/""}"
osm_node_10015362767,Regus — Lisbon Avenida da Liberdade,Regus,"Avenida da Liberdade 110, 1269-046 Lisboa",38.7188284,-9.1437283,Santo António,active,OpenStreetMap,https://www.openstreetmap.org/node/10015362767,,https://www.regus.com/pt/pt/21,regus.com,2026-07-24,verified_official_site,office=coworking,node,10015362767,,OSM coordinates match the official Regus Avenida da Liberdade 110 center; Regus offers coworking and day access despite Google category 'office rental agency'; reviewed 2026-07-25.,"{""brand"": ""Regus"", ""brand:wikidata"": ""Q761072"", ""check_date"": ""2026-03-30"", ""name"": ""Regus"", ""office"": ""coworking""}"
osm_node_5069382167,Santander Work Café Amoreiras,Banco Santander (Portugal),"Avenida Engenheiro Duarte Pacheco 21-B, Lisboa",38.7240893,-9.1594568,Santo António,active,OpenStreetMap,https://www.openstreetmap.org/node/5069382167,,https://www.santander.pt/work-cafe,santander.pt,2026-07-24,verified_official_site,office=coworking,node,5069382167,,Official Santander page lists this current Work Café and coworking service; reviewed 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:country"": ""PT"", ""addr:housenumber"": ""21-B"", ""addr:postcode"": ""1070-100"", ""addr:street"": ""Avenida Engenheiro Duarte Pacheco"", ""amenity"": ""bank"", ""atm"": ""yes"", ""branch"": ""Work Café - Amoreiras"", ""brand"": ""Santander"", ""brand:website"": ""https://www.santander.pt/"", ""brand:wikidata"": ""Q4854116"", ""brand:wikipedia"": ""pt:Banco Santander Portugal"", ""cash_in"": ""yes"", ""cash_out"": ""yes"", ""check_date"": ""2026-07-14"", ""contact:email"": ""workcafe.amoreiras@santander.pt"", ""contact:facebook"": ""santanderpt"", ""contact:instagram"": ""santanderpt"", ""contact:linkedin"": ""https://www.linkedin.com/company/santanderpt/"", ""contact:phone"": ""+351 213 813 250"", ""contact:twitter"": ""santanderpt"", ""contact:youtube"": ""@santanderpt"", ""internet_access"": ""wlan"", ""language:en"": ""yes"", ""language:es"": ""yes"", ""language:fr"": ""yes"", ""language:pt"": ""yes"", ""name"": ""Santander Work Café"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 08:30-18:00; Sa-Su off; Jan 01,Apr 25,May 25,Jun 01,Jun 26,Aug 10,Aug 24,Oct 15,Nov 05,Dec 01,Dec 08,Dec 25 off"", ""operator"": ""Banco Santander (Portugal)"", ""operator:wikidata"": ""Q4854116"", ""operator:wikipedia"": ""pt:Banco Santander Portugal"", ""ref"": ""348"", ""source:contact"": ""website"", ""source:opening_hours"": ""website"", ""website"": ""https://www.santander.pt/""}"
web_023,Spaces Braamcamp 52,Spaces,"Rua Braamcamp 52, 1250-051 Lisboa",38.722427,-9.1520008,Santo António,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
